41|58798|287157312712664|291|deposit|N6qmlCH37hfwMpLID42|04/02/2014
42|77779|115761424645711|438|charge|2BAADPb4vzKC2VUMTta|25/02/2011
43|33593|788485489138265|39|charge|JdL2ooiDbgt15JhWqpd|28/11/2016
44|67318|443234585221923|351|transfer|arTi6O1dtlJPTiSonzU|02/10/2017
45|86564|526122328322379|441|charge|RxlwJSHeSHSqZ8fxcTw|25/08/2018
46|70733|586675131744286|360|atm|etPqb05Hxa3yf9T5xlv|29/03/2012
47|9577|329735483142557|107|charge|xU9lfm2bcXrg5w4fbuI|21/05/2010
48|99677|639135137254519|448|deposit|RfDFVuw6SIoxCH2a20S|09/12/2018
49|51698|128726832591447|368|deposit|O0BZYvdgsnPtyl1nGxZ|22/12/2010
50|70545|433538934239747|249|withdrawal|tSWxcKnMc15lJhoJO0Y|29/08/2018
51|74547|584385476255696|149|transfer|m9VBQyiJXtkKNU2iSYK|29/12/2015
52|73955|192347437944222|230|deposit|NCHwsBcboqDMjetwzNC|15/11/2016
53|55632|972478242432524|51|withdrawal|GOPVqCAiTQk8oCzZ0z9|04/07/2012
54|62019|422767724856441|48|deposit|scWvIEJoCmD36r6Ap7H|02/03/2019
55|32162|771191729316559|380|transfer|Pk8ULejzFoecGu7kmwu|10/11/2017
56|55824|685913281114981|205|transfer|wO8asCob8Bsblc0a1r1|11/10/2011
57|11175|464961343737483|58|deposit|DUGem7OkvOWAg3NrrfC|28/12/2017
58|63877|852833614767365|57|withdrawal|fH1KFfST5Xd5rRuAQ2x|16/01/2011
59|80120|223581559494439|429|atm|QVYUSeUWKiHSDj5JU8T|18/12/2011
60|62309|138648546643283|210|atm|ylaqYklSFKfb0Pfveg3|06/05/2016
61|11776|593438721963346|272|charge|QzKtnEDN2fSXcA8SOj1|03/06/2015
62|1034|315596979713625|60|withdrawal|W0JVDCBCw5aPaNPGiYP|13/02/2015
63|30086|428654837899417|270|atm|BEQLUFPRYHlrDV9F80O|04/03/2018
64|51728|816886516439373|258|charge|pPon95FwO0IP9ydOmcp|22/03/2018
65|31790|553263146556187|326|deposit|ws2HYLkvStkyKJiWuXK|09/06/2013
66|60029|378322546446872|163|withdrawal|5UO4YBR287BJ3DoOzWh|24/09/2016
67|82132|634955738235737|266|deposit|NWE8YKrliO1tmgI7WBC|07/05/2016
68|76113|266444395858182|367|deposit|o13FQSxQpws3Lz8shTH|01/10/2017
69|62808|661279478164518|51|deposit|JWTZTtAMI9bJEqZxGUT|05/04/2016
70|38657|735996748419312|216|withdrawal|9zONUsJXBL7qWr65a1I|06/07/2016
71|25179|264899919214141|394|charge|n1jKqTYKuP8pGYUk2Fu|03/11/2010
72|29345|295231452673355|160|atm|4qOoAMItU6z4MbKjpdT|23/04/2010
73|10878|638211822712537|425|transfer|Ib58gxBAfct9OYif6Md|27/02/2012
74|20270|238579544689433|493|charge|thKPLVoIOz0g9sOK6ab|06/06/2018
75|55705|655412739379692|239|deposit|X88XMyo95kWLjZD8JZL|10/09/2012
76|3088|119927677812615|289|deposit|IqMl3arPUhmEJAxnimQ|28/10/2018
77|19809|637742829534495|492|withdrawal|sTqjATRZvcSBRmaannd|21/04/2011
78|58660|896576292172622|343|atm|4wRR9ZnKdWW2ShdNSfl|11/12/2011
79|89944|926352799253433|113|deposit|fGkezam8EaNtRYjpEar|22/04/2014
80|1662|918429517467248|472|deposit|DgcnEwmcYhYMi1vY4w6|13/11/2018
81|23193|315713259599635|265|transfer|klvq5xzJDLq7GqIbfMe|02/06/2018
82|2005|578269481551692|479|transfer|Qx6tjBvIF2wfB6WCHzE|03/11/2012
83|1494|326461627585152|407|withdrawal|1rbZt8ysfbZkukov6gJ|28/10/2018
84|30522|499178552655162|418|deposit|KEgvEIwru9ZVyFcu2SJ|21/05/2018
85|72786|242927855512792|484|charge|CKT4fXUfVgX9E7RjRK4|09/09/2012
86|19672|764422853612463|484|atm|fcMXTOyonUZ5Mmj4kVz|02/06/2018
87|44263|914971469416722|226|charge|pJEkwZsHrwFPepc9XtK|08/06/2016
88|42964|342646871718292|194|atm|KU2BesitTjs0yo4DL3e|06/02/2011
89|68683|135631334241111|441|deposit|6dGfXpgIZsHej2mQWiS|06/02/2011
90|83582|444527522993377|228|withdrawal|7obcN1eW5q9ivOCQS8H|13/04/2018
91|55575|436483833642977|110|charge|Y6YVKu5hTkGxiuu6ymo|27/06/2016
92|89142|694524737998419|375|transfer|XUBKAViKCyUWMypsHh6|25/08/2017
93|39648|252846695946889|429|atm|5LaaksXQq8Clh67IHjG|28/12/2013
94|79341|594629575882211|291|deposit|xbem8G5uH7Zvaggvu2B|28/12/2013
95|9673|963244728942673|452|atm|LVUAzKchtdhSKtoUX8l|20/03/2016
96|94121|523877167372585|110|atm|MVCY99o4lHLjaaqXxXa|01/04/2010
97|2914|676416377668695|370|withdrawal|Sx4UGdChUNeANFQ5Wi3|18/02/2011
98|84069|911931258312184|387|charge|0OhU9srIciBt7cgb3Q6|20/10/2014
99|11464|454966258488178|373|atm|QYIWamjT8ewMM5X8pJx|23/07/2012
100|3811|857214713922747|44|charge|LnKOLwqm7XVPEz2TCmW|05/11/2017
101|477|396939836168976|203|deposit|DsIorZQzGjyHTMORYgv|16/02/2018
102|8022|238272169448529|468|withdrawal|iCdgUTFj93llnbn75sK|23/03/2016
103|25614|957728512611587|424|transfer|woV6efNQvP8oi4iksux|27/03/2015
104|6664|122678687677769|406|withdrawal|beOZUUZp3clB4iRoCOL|05/09/2015
105|48891|679133326918912|242|atm|45Kc1iVcXRGHRsJW3Ue|28/05/2014
106|62235|949537786793433|273|transfer|yvebIemtzk2UOol7WEC|25/08/2016
107|72321|535977468154867|12|charge|RvCW9DT0U0lIm7CKC4F|23/10/2015
108|76730|482795298516637|425|withdrawal|2WtA4AJWgLmCH4REDTb|17/11/2010
109|55794|952637316154438|425|withdrawal|TQ61h7EsUgF4f0s5bFB|14/10/2012
110|89659|156912194428924|437|deposit|Ib58gxBAfct9OYif6Md|23/03/2016
111|65394|796169611168947|467|transfer|mMcAAvLPjiWhuY46Kc0|06/08/2014
112|69348|676534727615927|297|withdrawal|IRMizxtF3z88uO6nhPw|21/02/2019
113|27258|255561486842149|119|charge|G1I9j35yGsqd2PSNVLX|17/02/2018
114|87120|329384456445174|395|atm|NWE8YKrliO1tmgI7WBC|14/09/2016
115|20136|933143697981641|323|withdrawal|iNHAHkeljj2r4tY04nG|27/11/2011
116|98367|951297377346913|139|deposit|6yVzRsKYtzT8ekSnZrt|17/06/2016
117|8187|463172312828747|409|withdrawal|o5RFAwU123RFagW6GUj|04/10/2018
118|13123|177412932614173|52|transfer|3rHwAfv3XUJ01du3teK|15/01/2014
119|11985|276964122318453|225|withdrawal|SmUJu6b8UtqV8dlMksr|04/04/2010
120|91670|285393494943355|484|transfer|33XWlUfOf9N03CqFXKZ|16/03/2016
121|47585|976916976953341|135|withdrawal|CKT4fXUfVgX9E7RjRK4|08/01/2018
122|71473|375149777858435|304|charge|uBCtsC148XzEhIwZl8G|04/12/2018
123|96804|224225255114911|323|charge|3E3MxUEuU0RfUkTy25R|26/04/2018
124|62992|656878182695936|410|withdrawal|Qm7RW7SuoP6tgIm4fNq|18/08/2014
125|93922|458334748161217|260|transfer|dejXbF4uSIKLkGAhqed|31/10/2017
126|31350|157886243436117|368|atm|051kobo3YvDHYryictU|13/08/2010
127|18088|778577697767215|263|atm|BIsNXEJakctWk1dXSI5|10/06/2017
128|91128|935232983591132|448|charge|zTcjRX7FW8jdo87GnGX|19/08/2014
129|79223|322114768166999|493|withdrawal|HBr4erjKdsjJZt8zllt|05/02/2019
130|73092|958871779374737|82|atm|znljJZvbfPRlERQ4SOs|22/10/2010
131|74475|677125518411221|266|deposit|Sx4UGdChUNeANFQ5Wi3|13/02/2015
132|3208|428152498838929|70|charge|5gDpcW0aMgr4M15gudi|01/02/2014
133|13135|581789574221337|30|deposit|yvpHEHXQWrwzLtw07DP|16/12/2011
134|44479|936853829284187|477|deposit|pPon95FwO0IP9ydOmcp|10/01/2017
135|5956|132529788622225|113|transfer|LnKOLwqm7XVPEz2TCmW|20/12/2018
136|5475|786383428476235|427|transfer|n8WBs0IERZM9zvGqWU2|04/01/2015
137|45733|123944542863652|374|transfer|8DFa6Xy4UIhKdbun7GC|22/01/2012
138|92338|739662926436689|172|withdrawal|oLR7qfeo1EYIWXONDH3|17/12/2018
139|35526|965416211781468|139|deposit|PX9BDzonLFcNpUzQ5Xo|08/01/2012
140|75471|319677931731996|352|charge|g4S8NdlvJjqcqEpruZY|19/11/2011
141|80665|744838474282298|298|deposit|xwDqhnRPvagmkDG1keo|12/03/2012
142|63091|247479311179488|257|deposit|xq99sk6qq5XXjMruS3Q|04/05/2010
143|72424|291539365156849|35|transfer|Ib58gxBAfct9OYif6Md|01/05/2010
144|40812|557334198198166|28|deposit|ywu5jJu1ULqDLSdkhcU|25/04/2012
145|91194|573863112459918|16|charge|WPQdbkfih0RTqyFGEf3|19/07/2011
146|76951|164343377338128|372|transfer|ydRNbdWdhdFu0m6DjQ5|25/08/2018
147|75373|951345472823216|358|atm|GP1NioDI4BKLZLmTJ2H|12/07/2015
148|86087|465211148482429|191|withdrawal|QyGVmwee60aL9WnO7kC|16/06/2017
149|23619|863847259124878|459|withdrawal|CmgldzMSKhSK5PtLkpV|22/09/2012
150|24021|175745788593986|115|transfer|NS5hmPgIctqYgD1X1uf|14/01/2015
151|25413|729865136139736|91|withdrawal|QNFTxC41ZeYYtweqOc2|07/02/2015
152|51584|462458593647459|41|atm|33XWlUfOf9N03CqFXKZ|10/05/2012
153|85670|783133795216494|266|transfer|pixFREmNDb2mIHrMTtQ|28/08/2017
154|67440|822378551263758|161|withdrawal|ncMeX3qzN5Shq2wwJor|11/04/2015
155|25232|774249132794474|469|atm|rnq7tpmQMpsuS3dLj7A|05/09/2015
156|67071|213152393852926|133|transfer|wIJsHwxypCxrluqo4qn|21/02/2016
157|2236|574254898139547|13|withdrawal|ZqDwYmf4mmfXH3GnDN9|03/01/2014
158|44507|864916656926199|384|deposit|XqPAc0Q4w6CcJoXTw6m|29/04/2016
159|78080|453933349744999|231|deposit|N6qmlCH37hfwMpLID42|29/05/2016
160|85971|561912664385142|172|atm|4sxHZZhhFN4sCVHlf4N|26/10/2017
161|44074|587539596574198|451|charge|EFtaDgY3NvtRzO29ClB|12/08/2010
162|10442|313463215655919|301|deposit|8sWyISOwMlYT9zgJ10B|26/07/2012
163|520|691744561855968|75|atm|4ykueD6ocqgtmRyd5cc|11/05/2016
164|82555|179474165281254|358|atm|cozusHAdbNJnrDCWdgu|15/12/2015
165|59484|476889851554828|361|withdrawal|4NFQTt2y0G2x1LAnYTJ|15/07/2011
166|45777|245798872449852|116|charge|IrPEwqRCE8eVzcgk8BE|28/09/2014
167|81114|121463472927446|30|deposit|X7P7B37yNpMlcNalecI|30/05/2017
168|10544|759789346715511|380|charge|yfpW5ocMN4OUktHrKUj|08/03/2013
169|42697|311143756994865|241|deposit|xyZaCaCRZBHkGY5jNKq|31/03/2016
170|58825|694866761481563|10|deposit|lUZg3HbPpF6IxhT7p6y|19/12/2017
171|85319|323275764669521|432|deposit|hkgDVshMpkEgVzTTK63|14/11/2010
172|45832|674566399717911|32|withdrawal|PX9BDzonLFcNpUzQ5Xo|28/09/2014
173|78753|241185299152297|247|atm|fcYXuw7D0R4vQZea83e|20/10/2011
174|21909|249495217455247|35|transfer|FigDPLCbMFTYZ03wIMQ|25/08/2017
175|701|691733817134996|83|withdrawal|2pGlJ8YsTPOwN01KqC2|20/10/2018
176|70670|517548983253122|72|deposit|s75A0REvB4dOJrbhrYH|09/06/2017
177|22673|479716879353439|94|withdrawal|lNzxmCQcRkqxX6hyTyx|18/11/2017
178|17935|165891151876329|304|deposit|FjnNKu6lf2GLI8PVq4K|16/06/2014
179|12190|863656295641392|362|charge|nDwU2K6P9Zo9RoXi2Ya|13/02/2015
180|69731|546119838918473|100|charge|051kobo3YvDHYryictU|29/09/2015
181|46508|395313929284226|444|atm|r1f30zdhFuoajS2gF6Z|20/06/2016
182|14604|687111723595439|73|withdrawal|R4bmEDZsCIs8UITihUM|06/09/2012
183|79513|882138111488175|296|charge|xrBUJ9sAmcQ8OglsZmN|13/07/2013
184|56494|887396515855852|189|deposit|AsRkYfZtr2fVlHUJeHW|08/02/2012
185|90208|359659615968322|386|withdrawal|7RxxnQNVAXlHw093tCk|31/08/2017
186|14874|517877156962594|132|atm|p0psP9YBtt0jOjpsZ0c|21/05/2013
187|71688|962253579996893|97|atm|W7yIexKmx7RwMisj1oM|09/02/2018
188|50595|172447466991534|187|deposit|q8CwGx2RIbWIEDpTnsD|16/07/2010
189|85835|653213718491476|323|atm|c1pUuDl0bRj2r1dSCV6|20/02/2013
190|94409|539759528613274|423|deposit|6iiDWv3d3AuT3DvxMCs|05/09/2015
191|25104|316759873675287|11|charge|S9N1TintCOXzHkjv5tD|13/11/2018
192|1411|976488578691425|205|deposit|sAMamEDgkSfcgUXsoBZ|31/07/2010
193|16078|122967112669313|459|deposit|mbPmnCOOOOtk0TUTWRr|10/05/2012
194|89329|523533356649699|459|withdrawal|uBCtsC148XzEhIwZl8G|14/06/2016
195|19681|717648791686472|333|transfer|yvebIemtzk2UOol7WEC|23/03/2013
196|21227|496295687587416|313|withdrawal|7NlSRGsyfjrhd617mkJ|21/04/2017
197|80199|257776769585869|259|transfer|qF6pi2Nq0SvkkUD8ubU|03/10/2015
198|88655|773427352697947|419|atm|6Yh836ctSUMhMTSB3mW|08/10/2017
199|42663|481421994354727|13|charge|m0xg6OVX55xcBGgLeZV|07/10/2014
200|17569|672496412822784|84|transfer|Uj2yInJldM95jbP93iq|25/12/2010
201|54203|765771278993493|273|transfer|B2hQ3bSgdXAC9Qw1wQ5|07/08/2012
202|58102|137121732188496|257|atm|Fw0Sl7GmZ3o3jY5N2Jo|02/12/2013
203|96014|996923993115629|37|transfer|kQdyr5icyro1m8k7IKj|23/08/2014
204|82082|899495867865437|349|withdrawal|bF4T1MwhhQS0pMPZ1Vx|27/04/2013
205|55039|346993373863422|475|withdrawal|kGzN2csen3siFPciHZr|27/11/2013
206|35383|278647784153261|491|deposit|qefjS6N8gp5b3d1zFHX|31/10/2017
207|25800|978244646217971|333|atm|lQKMfZbzFizmAeMHUtc|30/10/2011
208|60526|224749168231318|405|charge|6lRpzoZlLlND0koRC3w|07/12/2013
209|29303|844975585498125|471|deposit|NCHwsBcboqDMjetwzNC|07/09/2011
210|12832|758273638886947|255|withdrawal|qZgAsscegz54517RlsO|15/10/2018
211|26225|451769974367839|352|withdrawal|MXdYxlQ7c6kVlm0zsQm|04/02/2011
212|98492|921116873451399|103|withdrawal|BhPF4uOz78Zc5aw4apk|20/01/2015
213|26443|861634252353524|186|withdrawal|qtIcwy8EDdRocsPUbto|14/01/2015
214|75758|198351928566264|471|deposit|yfpW5ocMN4OUktHrKUj|13/05/2016
215|79159|894562452418534|369|charge|B7J4xQXze4uBdVwcDJs|24/08/2013
216|30485|623174147538153|115|atm|XqPAc0Q4w6CcJoXTw6m|25/10/2017
217|5552|946592253269768|351|deposit|kY2EeoHH6X7k3zLLzTw|16/02/2018
218|65332|685898964825989|112|deposit|AUKvrj2vPZSHiBYy441|23/03/2010
219|79135|925525817562911|337|withdrawal|UgIJ3GV28M3maUSTfM3|24/03/2013
220|45326|354264376798136|379|charge|NKVy4tA5eK6rx8H0xod|30/09/2010
221|72718|433196129614364|217|atm|Vo5AAkNG8qXdu2QJcsT|16/10/2011
222|41622|124483324628523|338|atm|FA4Sb10s4zndybxrUCA|24/05/2010
223|8901|445233112347765|110|atm|SP8dRi2zUpKszrMaNXQ|12/09/2012
224|16327|928673853195617|25|charge|dUlsuPgzdDlZVYNEbGq|29/06/2018
225|59857|144757372377898|416|transfer|kh0tcZ2STBb1LxcpT7k|20/03/2016
226|72066|894518659757217|155|withdrawal|rUAhcEpNcbvoaH69sHX|15/06/2016
227|78171|576916668139417|314|transfer|fH1KFfST5Xd5rRuAQ2x|02/10/2012
228|39093|841179732881876|270|transfer|9WLqCnWtNdQOC3UmjvL|29/08/2014
229|6286|937934266755653|382|charge|pTFavdohqUUheGx0MSG|06/07/2016
230|98309|411546869673551|274|transfer|9o3ltBqryIv7CWuQI9H|26/11/2013
231|9913|364212198783792|219|atm|BhPF4uOz78Zc5aw4apk|18/09/2015
232|29540|853221831433888|262|withdrawal|skm8oLZIOdkPCteeYXo|21/04/2016
233|88853|266894182632566|446|withdrawal|HBr4erjKdsjJZt8zllt|29/12/2011
234|53433|637714859345757|151|atm|NWE8YKrliO1tmgI7WBC|07/10/2016
235|13298|349887873866189|140|atm|IO55bEACS7cfyTwbSBf|27/07/2010
236|67041|878223472696261|270|transfer|6dGfXpgIZsHej2mQWiS|17/11/2013
237|61117|423237253527967|408|transfer|INsu0GsbIhVt7rPFwc0|24/04/2012
238|40318|385661689123786|152|deposit|m6XnXEv2K9yUDwrIKXs|10/02/2011
239|68876|128236697598886|274|transfer|eHaqpQ4NKmtoGDxCZWa|16/05/2012
240|34825|298347521594428|500|charge|1ScSYItXCGPRgr7kmPK|30/10/2011
241|5237|618327194895725|31|charge|kDtPRC2zzTCTjot8axt|30/05/2017
242|81047|115364592987581|22|deposit|d13xZWxnDb0xnPSno7T|10/02/2015
243|69906|573829581199174|262|withdrawal|i7ALfSwb6cgK8O7rLCz|16/01/2011
244|24358|269459851611493|336|transfer|oC0sBsTYDApfcP9skk5|04/01/2012
245|69648|587832276435426|202|deposit|bKe4GlAQeiu4e5hCKnM|02/02/2013
246|62107|319244958347595|323|withdrawal|ZQ9LMl9pphecPfvwyzj|12/01/2018
247|39572|641257295633128|267|transfer|4ykueD6ocqgtmRyd5cc|22/03/2018
248|26912|446916581424637|418|deposit|ZmfkcifdENpxmA82Yek|19/05/2010
249|83760|882996785837495|78|atm|zdYaBukKfiHajVUlkKs|06/11/2017
250|1313|492633341362442|146|transfer|vlMaaIb7xPL1rfAVJME|13/11/2018
251|36978|895513356884488|77|deposit|klvq5xzJDLq7GqIbfMe|25/10/2017
252|55795|742756625337284|83|transfer|88cRjizYzw4p9Kc5AuX|18/04/2018
253|54840|595645382628352|375|transfer|NwcpihP9Jxxg23xoO7c|27/09/2014
254|43004|234383435157565|224|atm|MjEOQ304xN7grnilkBw|12/07/2017
255|57163|873349884236827|61|transfer|Bxi7985iha9L9iscVuP|04/11/2018
256|92546|365446138482692|116|atm|UshnFhUIPVMTYpUR3kx|26/01/2015
257|20038|744397678149122|110|deposit|nHAdctPZrnUrivSCagz|05/01/2013
258|88642|183635971148881|459|withdrawal|xVAgQnddFXMnixYczqL|28/06/2011
259|66941|354174895844921|485|transfer|P36grCdQ68CW65O7xQf|31/07/2010
260|20471|932299612845754|210|atm|6AD7ITzmmJVVArRQ1su|09/09/2015
261|46506|136468153662967|364|charge|enAvkMrwh3b5ZlOP3Jc|02/04/2016
262|76528|513822154727412|120|deposit|pTFavdohqUUheGx0MSG|21/10/2012
263|31762|588591239445816|21|atm|JrphYgvFmx6qyxEtDhy|25/08/2011
264|38997|831134972559857|432|atm|c68wSlaizAZxBWD98j7|11/09/2014
265|65295|295541971713436|63|deposit|J48BaA6qwnFWdDmtVqb|05/05/2010
266|9498|815743155762626|380|withdrawal|FigDPLCbMFTYZ03wIMQ|31/07/2010
267|5040|924495118195954|202|charge|LVUAzKchtdhSKtoUX8l|16/08/2018
268|97493|847631151124547|278|atm|M49P4vbRAASbeybvxQw|27/11/2011
269|50450|746195758727859|198|deposit|f27jkMD4oHW3ERSOIxO|25/11/2014
270|46674|178178169129442|233|atm|lyhwRC2hihsBeMZSIon|05/02/2013
271|29675|941558141344893|190|withdrawal|X7P7B37yNpMlcNalecI|29/06/2017
272|93214|578421751387135|205|atm|57l8R7UhZ42lr66sdeT|18/09/2016
273|12857|196518955538729|303|atm|WyXtphm2BuZ6dhRcR3v|21/02/2016
274|87796|773958229687447|269|transfer|F3cMadV7eAd5tNxhTeW|07/04/2013
275|74887|347264191884977|148|transfer|HVd7aXSIWdtdjrLeLga|31/10/2017
276|82801|489349377666449|316|charge|fYC62XOLA752iqUtyH9|22/02/2017
277|3876|318296536285157|470|deposit|LvYBMZj5kK1n48HSaTc|13/12/2013
278|91495|161898933228248|481|transfer|LVUAzKchtdhSKtoUX8l|27/03/2015
279|44122|254213555188568|228|transfer|flMF9me2JbidteOKZH7|24/02/2012
280|80993|743798696662924|2|charge|PfHnIvUtOjKLWKoJ6qH|23/04/2018
281|36041|331481873429165|99|atm|yK9mjuVOii2a2qffI06|12/07/2017
282|85823|965737197285163|113|deposit|v7mOE06iXY6vr7TXy9C|02/01/2012
283|3725|289823616865346|288|deposit|Bd0aFJIuqfRm9jXYvys|07/02/2011
284|20668|269496165343589|426|withdrawal|O8WRhie7VeRwh4u180F|26/01/2014
285|79852|584699686592898|212|withdrawal|xU9lfm2bcXrg5w4fbuI|19/08/2014
286|48146|341461432668231|57|atm|slTddzYGHIi3pXUjRGd|17/11/2013
287|10688|821875816217475|79|withdrawal|cw6DIWYWvyndozfjrsy|03/12/2018
288|6743|675683934741741|144|charge|TQ61h7EsUgF4f0s5bFB|31/07/2016
289|46695|293283376611146|410|deposit|JbcjuuuGVX7npVTFBeO|12/01/2014
290|19167|492388838471551|94|atm|4GGKdErFpwneFs2TMHu|10/05/2016
291|56831|136329233635148|405|deposit|ywnHq1SX8ugkgxeNHk8|21/07/2010
292|19412|826964425762338|10|atm|yvpHEHXQWrwzLtw07DP|26/09/2018
293|35522|817173743265564|366|charge|Hju9gS7NvgyimrpvTpf|25/10/2014
294|98055|654151839535248|332|withdrawal|vzeFZVEQtldXdZy8YBp|02/01/2012
295|62193|199798573242218|43|atm|wIJsHwxypCxrluqo4qn|15/07/2014
296|94030|216452912359252|388|withdrawal|G1I9j35yGsqd2PSNVLX|30/11/2014
297|14051|266373268984291|389|transfer|gyUAc7cEuIsCDlmoIc7|23/08/2014
298|27213|896772923318958|450|transfer|vQqVkkZplC49IWI2Hle|24/01/2013
299|66683|433716572877775|200|atm|tSWxcKnMc15lJhoJO0Y|01/10/2010
300|61459|256539871359393|88|deposit|22rzSSRNMein8XKuRtB|05/12/2013
301|80297|492738735312632|307|transfer|cozusHAdbNJnrDCWdgu|16/11/2012
302|81852|622192364868927|253|withdrawal|CGmcmbGF7m5xMeVTrb6|18/09/2013
303|68843|346738145212231|101|charge|6zeToKVhiLRk1M0wz7u|08/12/2018
304|46870|422497484242798|245|charge|joCruayplgchZJxtmgb|05/09/2010
305|89747|436594619949698|196|atm|AhjTJCcguSI0V9bonEA|01/07/2010
306|11995|871518856561289|325|charge|iwioRs5FMkhyCs5oQDU|02/01/2017
307|18841|749379582864115|325|deposit|KZOymPXBv0vLkwNsXln|24/03/2011
308|57586|813866248936281|287|transfer|Ct8bk3EIg3ehEJ5JM4v|07/07/2013
309|36220|535932928664918|200|withdrawal|MoWqV9Kpd0ldTeT6Jij|28/12/2012
310|42204|419118314926914|338|withdrawal|8zEAeOUTku1NOrURjsc|25/08/2012
311|91404|817644148543787|288|deposit|n5URHonlfouBiIdEmiT|24/02/2016
312|12060|679792785639944|477|charge|MYkCmyoDz0Tig2M6xg3|13/07/2013
313|58711|853976893977173|30|deposit|wctM8B5WpaS1h3XgsIu|09/11/2011
314|11571|362237473973928|9|deposit|3E3MxUEuU0RfUkTy25R|01/01/2018
315|35723|818898229648456|248|atm|UKjk4oYr2OztBYsuYHR|13/08/2010
316|51790|552511233558918|417|charge|B79tFLn5XY8XBaHxCKz|14/07/2011
317|76739|752994285234811|166|transfer|lNzxmCQcRkqxX6hyTyx|25/10/2017
318|18592|191291471337135|178|atm|jrDNgkui3D1iJc3M4yp|30/10/2011
319|63962|548942729435373|98|transfer|YaT03PdQYSH5fnWLyUT|05/01/2017
320|13958|637642526162344|224|atm|hkgDVshMpkEgVzTTK63|12/12/2013
321|86886|451334971139321|373|atm|JS6G0cKoHQIy3Qv1Sb0|22/06/2016
322|34178|113652139563166|94|charge|GzIND7z5ghV7qIQAlVu|22/09/2015
323|12821|533845862497148|52|deposit|I4IsPYBwLs7APT6eDBJ|05/04/2011
324|36202|291192213112778|267|deposit|X88XMyo95kWLjZD8JZL|13/04/2013
325|41896|282219842692153|176|transfer|o5RFAwU123RFagW6GUj|14/05/2014
